L0 = ;d = ;Polymer 
 ;TEMP:;T:20.1 /0.0 B:0.0 /0.0 T0:20.1 /0.0 @:0 B
 ;TEMP:;T:20.1 /0.0 B:0.0 /0.0 T0:20.1 /0.0 @:0 B
62653152;07:06:10;89,6;0,0
95502912;07:06:11;88,4;0,0
89492712;07:06:11;88,4;0,0
39171048;07:06:12;86,4;0,0
120266416;07:06:13;88,2;0,0
75880232;07:06:14;87,4;0,0
72414640;07:06:15;89,2;0,0
190490000;07:06:16;89,0;0,0
39024860;07:06:17;90,4;0,0
62119744;07:06:18;86,6;0,0
141752112;07:06:19;88,2;0,0
61698684;07:06:19;91,8;0,0
150764752;07:06:20;91,8;0,0
54971256;07:06:21;93,4;0,0
42236464;07:06:22;95,0;0,0
205597280;07:06:23;90,6;0,0
73113240;07:06:24;94,2;0,0
75134216;07:06:25;92,6;0,0
179555232;07:06:26;91,2;0,0
38072320;07:06:26;90,8;0,0
60973604;07:06:27;89,6;0,0
141280944;07:06:28;90,2;0,0
62545748;07:06:29;89,2;0,0
145134016;07:06:30;91,4;0,0
53299888;07:06:31;90,6;0,0
41852720;07:06:32;91,8;0,0
228904064;07:06:33;92,0;0,0
71591752;07:06:33;92,8;0,0
74986608;07:06:34;93,2;0,0
173827840;07:06:35;91,0;0,0
38831320;07:06:36;91,6;0,0
60062844;07:06:37;91,2;0,0
153462208;07:06:38;92,4;0,0
61594192;07:06:39;93,8;0,0
132439840;07:06:40;91,8;0,0
66264432;07:06:40;96,0;0,0
40734924;07:06:41;97,4;0,0
117209856;07:06:42;93,8;0,0
77725400;07:06:43;92,8;0,0
68084736;07:06:44;93,2;0,0
306801024;07:06:45;91,0;0,0
43948260;07:06:46;91,4;0,0
46936188;07:06:47;90,4;0,0
249298592;07:06:47;92,8;0,0
62438812;07:06:48;89,0;0,0
95960232;07:06:49;91,8;0,0
95960232;07:06:50;93,4;0,0
38927896;07:06:51;91,6;0,0
101521400;07:06:52;93,0;0,0
79162520;07:06:53;90,2;0,0
70652416;07:06:54;90,6;0,0
273510144;07:06:54;92,2;0,0
41689992;07:06:55;88,8;0,0
53218604;07:06:56;93,6;0,0
184869248;07:06:57;92,6;0,0
61386120;07:06:58;92,0;0,0
129585736;07:06:59;90,6;0,0
61179308;07:07:00;91,6;0,0
41474632;07:07:01;95,0;0,0
173827840;07:07:01;94,4;0,0
73823800;07:07:02;93,2;0,0
74839520;07:07:03;92,6;0,0
181796640;07:07:04;93,4;0,0
38976328;07:07:05;92,6;0,0
59963088;07:07:06;90,4;0,0
162128176;07:07:07;96,2;0,0
61594192;07:07:08;94,0;0,0
126461088;07:07:08;94,2;0,0
66502108;07:07:09;93,4;0,0
40373056;07:07:10;90,8;0,0
118212592;07:07:11;95,4;0,0
78358336;07:07:12;98,2;0,0
69605232;07:07:13;95,0;0,0
282033152;07:07:14;96,0;0,0
43772000;07:07:15;97,8;0,0
47200284;07:07:15;95,6;0,0
238683312;07:07:16;96,8;0,0
62119744;07:07:17;93,2;0,0
95275648;07:07:18;95,6;0,0
99767704;07:07:19;96,2;0,0
37655756;07:07:20;96,2;0,0
81154040;07:07:21;98,0;0,0
103595776;07:07:22;96,6;0,0
65560040;07:07:22;96,8;0,0
184869248;07:07:23;98,2;0,0
50949364;07:07:24;97,4;0,0
41907200;07:07:25;97,4;0,0
181796640;07:07:26;100,0;0,0
76486536;07:07:27;97,4;0,0
70918552;07:07:28;100,0;0,0
275174624;07:07:29;101,8;0,0
43480792;07:07:29;98,6;0,0
47803780;07:07:30;100,8;0,0
265471152;07:07:31;97,8;0,0
64077832;07:07:32;98,6;0,0
86547744;07:07:33;98,6;0,0
132024944;07:07:34;98,4;0,0
37747700;07:07:35;99,2;0,0
60973604;07:07:36;99,8;0,0
174524752;07:07:37;100,2;0,0
60565904;07:07:37;99,0;0,0
108559200;07:07:38;100,2;0,0
88889344;07:07:39;100,2;0,0
37886284;07:07:40;101,6;0,0
86357584;07:07:41;102,0;0,0
94824248;07:07:42;101,2;0,0
66861604;07:07:43;99,0;0,0
200011168;07:07:44;98,6;0,0
48698516;07:07:44;100,4;0,0
42738376;07:07:45;98,6;0,0
268631744;07:07:46;101,8;0,0
72276328;07:07:47;100,2;0,0
72832344;07:07:48;100,4;0,0
210485056;07:07:49;100,0;0,0
39965848;07:07:50;99,6;0,0
54041144;07:07:51;101,0;0,0
185652496;07:07:51;103,6;0,0
59764480;07:07:52;100,8;0,0
111509728;07:07:53;101,4;0,0
76486536;07:07:54;100,2;0,0
39466084;07:07:55;102,2;0,0
94599976;07:07:56;103,0;0,0
88491176;07:07:57;102,0;0,0
66621640;07:07:58;102,2;0,0
197326000;07:07:58;100,6;0,0
49334568;07:07:59;102,2;0,0
42126240;07:08:00;103,0;0,0
205597280;07:08:01;101,4;0,0
75134216;07:08:02;103,0;0,0
70125352;07:08:03;105,6;0,0
319708928;07:08:04;102,6;0,0
44424072;07:08:05;103,0;0,0
46222264;07:08:05;104,0;0,0
275174624;07:08:06;105,0;0,0
67103132;07:08:07;105,2;0,0
80647808;07:08:08;100,8;0,0
142226176;07:08:09;104,0;0,0
37793812;07:08:10;103,2;0,0
64302032;07:08:11;103,0;0,0
146127920;07:08:12;102,8;0,0
61179308;07:08:12;101,8;0,0
131612632;07:08:13;103,0;0,0
62013964;07:08:14;105,0;0,0
40891616;07:08:15;103,6;0,0
141280944;07:08:16;101,2;0,0
76031016;07:08:17;103,4;0,0
72001104;07:08:18;101,4;0,0
236163792;07:08:19;103,4;0,0
41154960;07:08:19;103,8;0,0
51635808;07:08:20;104,8;0,0
215600336;07:08:21;104,0;0,0
62013964;07:08:22;102,2;0,0
101267472;07:08:23;104,0;0,0
92840040;07:08:24;104,2;0,0
37932644;07:08:25;102,2;0,0
82532240;07:08:26;105,4;0,0
102549024;07:08:26;104,6;0,0
65443904;07:08:27;103,6;0,0
178819664;07:08:28;104,6;0,0
50057736;07:08:29;105,4;0,0
42570004;07:08:30;103,8;0,0
259362064;07:08:31;107,0;0,0
72832344;07:08:32;104,8;0,0
73680752;07:08:33;104,6;0,0
194708160;07:08:33;105,4;0,0
40579196;07:08:34;105,6;0,0
54460604;07:08:35;104,4;0,0
185652496;07:08:36;107,0;0,0
60565904;07:08:37;107,6;0,0
114611544;07:08:38;109,2;0,0
82532240;07:08:39;106,0;0,0
39367348;07:08:40;106,8;0,0
93274352;07:08:40;108,2;0,0
88293376;07:08:41;108,6;0,0
67468312;07:08:42;106,4;0,0
257877008;07:08:43;105,2;0,0
46739632;07:08:44;104,2;0,0
46870484;07:08:45;109,8;0,0
276859488;07:08:46;107,0;0,0
62868720;07:08:47;106,6;0,0
96421600;07:08:47;104,8;0,0
98308184;07:08:48;105,0;0,0
38783176;07:08:49;108,4;0,0
95049472;07:08:50;109,6;0,0
84863352;07:08:51;109,4;0,0
67960656;07:08:52;109,6;0,0
336168320;07:08:53;108,6;0,0
44484136;07:08:54;107,6;0,0
49549612;07:08:55;106,4;0,0
218784592;07:08:55;108,2;0,0
60871272;07:08:56;109,4;0,0
111207976;07:08:57;106,6;0,0
79325136;07:08:58;106,8;0,0
39764724;07:08:59;107,4;0,0
112423776;07:09:00;108,6;0,0
79000496;07:09:01;108,0;0,0
71186512;07:09:02;109,2;0,0
271864736;07:09:02;109,8;0,0
41154960;07:09:03;106,4;0,0
55143340;07:09:04;108,6;0,0
167785280;07:09:05;108,6;0,0
63085528;07:09:06;108,0;0,0
142703424;07:09:07;107,6;0,0
53056676;07:09:08;108,6;0,0
42851228;07:09:09;111,6;0,0
271864736;07:09:09;109,2;0,0
70918552;07:09:10;107,2;0,0
77568584;07:09:11;111,2;0,0
151297088;07:09:12;107,8;0,0
38735108;07:09:13;109,0;0,0
65560040;07:09:14;110,6;0,0
139885296;07:09:15;111,8;0,0
63303784;07:09:16;113,2;0,0
151297088;07:09:16;109,6;0,0
51176472;07:09:17;111,8;0,0
43538788;07:09:18;108,2;0,0
292964704;07:09:19;110,0;0,0
67836968;07:09:20;108,4;0,0
86738648;07:09:21;108,6;0,0
110609192;07:09:22;111,2;0,0
38259824;07:09:23;111,8;0,0
89089728;07:09:23;110,0;0,0
84679888;07:09:24;109,8;0,0
68459352;07:09:25;110,2;0,0
287398656;07:09:26;111,6;0,0
42458352;07:09:27;110,2;0,0
52102196;07:09:28;112,2;0,0
188851232;07:09:29;109,0;0,0
60769188;07:09:30;109,2;0,0
128397128;07:09:30;111,8;0,0
61076332;07:09:31;112,4;0,0
41367632;07:09:32;111,0;0,0
179555232;07:09:33;111,8;0,0
72276328;07:09:34;108,8;0,0
78839128;07:09:35;107,6;0,0
144641712;07:09:36;112,6;0,0
37701700;07:09:37;112,0;0,0
78678264;07:09:37;107,4;0,0
95049472;07:09:38;111,0;0,0
66982208;07:09:39;110,4;0,0
298742752;07:09:40;110,0;0,0
42570004;07:09:41;111,6;0,0
51945992;07:09:42;111,2;0,0
190490000;07:09:43;113,6;0,0
60162888;07:09:44;111,6;0,0
125325104;07:09:44;112,2;0,0
61179308;07:09:45;110,6;0,0
40839280;07:09:46;112,2;0,0
193850592;07:09:47;112,6;0,0
72832344;07:09:48;112,6;0,0
75431024;07:09:49;113,0;0,0
173827840;07:09:50;111,4;0,0
37979120;07:09:51;111,6;0,0
63523252;07:09:51;113,0;0,0
140347936;07:09:52;112,8;0,0
60464700;07:09:53;111,8;0,0
135413952;07:09:54;114,6;0,0
58215420;07:09:55;111,0;0,0
39965848;07:09:56;113,6;0,0
139885296;07:09:57;110,4;0,0
76792960;07:09:58;111,0;0,0
68837576;07:09:58;109,4;0,0
304747424;07:09:59;111,6;0,0
44304328;07:10:00;110,6;0,0
46350720;07:10:01;108,2;0,0
259362064;07:10:02;111,0;0,0
65560040;07:10:03;112,0;0,0
85232592;07:10:04;111,8;0,0
120266416;07:10:05;113,2;0,0
36844208;07:10:05;110,4;0,0
73967408;07:10:06;109,0;0,0
109137736;07:10:07;113,0;0,0
64754536;07:10:08;112,2;0,0
184091712;07:10:09;112,4;0,0
48698516;07:10:10;113,6;0,0
43655144;07:10:11;114,4;0,0
280286912;07:10:12;113,2;0,0
65910492;07:10:13;111,0;0,0
82883328;07:10:13;113,0;0,0
120615008;07:10:14;112,8;0,0
37427488;07:10:15;115,6;0,0
72692640;07:10:16;113,4;0,0
114930416;07:10:17;113,2;0,0
65676532;07:10:18;114,4;0,0
181796640;07:10:19;115,8;0,0
48908976;07:10:20;112,6;0,0
43021440;07:10:20;113,8;0,0
291086272;07:10:21;116,0;0,0
70388024;07:10:22;113,6;0,0
77256704;07:10:23;113,6;0,0
155686544;07:10:24;114,4;0,0
37840000;07:10:25;116,4;0,0
66621640;07:10:26;115,4;0,0
131612632;07:10:27;111,0;0,0
63413352;07:10:27;113,6;0,0
151832912;07:10:28;113,2;0,0
52338100;07:10:29;113,4;0,0
42071300;07:10:30;114,8;0,0
195573344;07:10:31;115,4;0,0
73396032;07:10:32;114,2;0,0
73823800;07:10:33;113,6;0,0
193850592;07:10:34;113,6;0,0
40321792;07:10:34;116,0;0,0
53792120;07:10:35;114,8;0,0
193850592;07:10:36;116,0;0,0
60973604;07:10:37;115,2;0,0
106857072;07:10:38;113,6;0,0
86357584;07:10:39;115,2;0,0
38401424;07:10:40;115,8;0,0
95049472;07:10:41;116,4;0,0
86738648;07:10:41;116,6;0,0
66264432;07:10:42;115,0;0,0
285588640;07:10:43;116,4;0,0
44424072;07:10:44;114,6;0,0
48559056;07:10:45;116,2;0,0
225432320;07:10:46;118,6;0,0
60565904;07:10:47;116,4;0,0
110311976;07:10:48;115,8;0,0
70256472;07:10:48;118,0;0,0
40373056;07:10:49;115,8;0,0
172449072;07:10:50;116,8;0,0
74111512;07:10:51;117,4;0,0
73967408;07:10:52;117,0;0,0
178090096;07:10:53;116,8;0,0
38306940;07:10:54;116,8;0,0
66028180;07:10:55;115,4;0,0
124950768;07:10:55;116,4;0,0
64640920;07:10:56;115,2;0,0
173827840;07:10:57;113,6;0,0
49334568;07:10:58;115,8;0,0
43021440;07:10:59;116,8;0,0
271864736;07:11:00;116,8;0,0
72832344;07:11:01;116,0;0,0
74401184;07:11:02;114,8;0,0
188041712;07:11:02;117,4;0,0
40373056;07:11:03;116,4;0,0
55665068;07:11:04;113,8;0,0
184091712;07:11:05;116,6;0,0
60565904;07:11:06;114,2;0,0
116222800;07:11:07;117,4;0,0
74256096;07:11:08;112,4;0,0
39515608;07:11:09;118,2;0,0
109429096;07:11:09;117,4;0,0
81837968;07:11:10;115,0;0,0
66741432;07:11:11;115,8;0,0
300719360;07:11:12;117,8;0,0
45840448;07:11:13;119,0;0,0
45651528;07:11:14;116,2;0,0
287398656;07:11:15;114,8;0,0
66861604;07:11:16;119,0;0,0
84314960;07:11:16;117,0;0,0
129187240;07:11:17;119,4;0,0
37518548;07:11:18;118,8;0,0
74986608;07:11:19;117,2;0,0
104932192;07:11:20;120,2;0,0
65793332;07:11:21;117,4;0,0
211489728;07:11:22;118,0;0,0
48489568;07:11:23;119,2;0,0
44125700;07:11:23;117,4;0,0
256407200;07:11:24;117,0;0,0
67590832;07:11:25;118,6;0,0
80480304;07:11:26;116,6;0,0
145134016;07:11:27;114,8;0,0
37979120;07:11:28;116,2;0,0
59963088;07:11:29;117,6;0,0
159728336;07:11:30;116,2;0,0
61386120;07:11:31;117,0;0,0
130389296;07:11:31;118,0;0,0
62653152;07:11:32;115,8;0,0
40168616;07:11:33;117,4;0,0
143183104;07:11:34;117,6;0,0
74986608;07:11:35;117,4;0,0
71186512;07:11:36;117,2;0,0
304747424;07:11:37;117,8;0,0
41421072;07:11:38;117,6;0,0
52735260;07:11:38;117,0;0,0
197326000;07:11:39;117,4;0,0
60973604;07:11:40;118,8;0,0
120615008;07:11:41;116,2;0,0
65097636;07:11:42;119,2;0,0
40475916;07:11:43;118,2;0,0
137615696;07:11:44;114,6;0,0
76639440;07:11:45;116,8;0,0
70256472;07:11:45;117,4;0,0
247922368;07:11:46;120,2;0,0
42016480;07:11:47;118,6;0,0
52102196;07:11:48;117,8;0,0
191319408;07:11:49;117,6;0,0
59468616;07:11:50;120,8;0,0
114611544;07:11:51;117,4;0,0
72276328;07:11:52;117,6;0,0
40016376;07:11:52;115,2;0,0
112117536;07:11:53;117,0;0,0
78839128;07:11:54;117,4;0,0
67590832;07:11:55;116,6;0,0
313126336;07:11:56;117,6;0,0
43772000;07:11:57;118,6;0,0
48698516;07:11:58;117,8;0,0
253518080;07:11:59;121,4;0,0
60973604;07:11:59;122,8;0,0
108559200;07:12:00;120,2;0,0
77256704;07:12:01;117,6;0,0
40579196;07:12:02;120,4;0,0
126843936;07:12:03;115,0;0,0
76792960;07:12:04;114,2;0,0
73967408;07:12:05;113,0;0,0
193850592;07:12:06;107,8;0,0
38212808;07:12:06;109,6;0,0
71864240;07:12:07;108,6;0,0
104393840;07:12:08;110,4;0,0
66741432;07:12:09;110,6;0,0
306801024;07:12:10;111,6;0,0
42570004;07:12:11;109,8;0,0
56106292;07:12:12;110,4;0,0
156251808;07:12:13;109,8;0,0
63855040;07:12:13;111,0;0,0
194708160;07:12:14;110,4;0,0
46094412;07:12:15;108,8;0,0
49334568;07:12:16;112,0;0,0
